GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ANY001
"G3100210","1870","Nebraska","310","Burt","0210","Burt",4
"G3100230","1870","Nebraska","310","Butler","0230","Butler",0
"G3100250","1870","Nebraska","310","Cass","0250","Cass",4
"G3100270","1870","Nebraska","310","Cedar","0270","Cedar",1
"G3100330","1870","Nebraska","310","Cheyenne","0330","Cheyenne",0
"G3100350","1870","Nebraska","310","Clay","0350","Clay",0
"G3100370","1870","Nebraska","310","Colfax","0370","Colfax",0
"G3100390","1870","Nebraska","310","Cuming","0390","Cuming",2
"G3100430","1870","Nebraska","310","Dakota","0430","Dakota",4
"G3100470","1870","Nebraska","310","Dawson","0470","Dawson",0
"G3100510","1870","Nebraska","310","Dixon","0510","Dixon",2
"G3100530","1870","Nebraska","310","Dodge","0530","Dodge",0
"G3100550","1870","Nebraska","310","Douglas","0550","Douglas",14
"G3100590","1870","Nebraska","310","Fillmore","0590","Fillmore",0
"G3100610","1870","Nebraska","310","Franklin","0610","Franklin",0
"G3100670","1870","Nebraska","310","Gage","0670","Gage",0
"G3100755","1870","Nebraska","310","Grant (old)","0755","Grant (old)",0
"G3100790","1870","Nebraska","310","Hall","0790","Hall",3
"G3100810","1870","Nebraska","310","Hamilton","0810","Hamilton",0
"G3100835","1870","Nebraska","310","Harrison","0835","Harrison",0
"G3100935","1870","Nebraska","310","Jackson","0935","Jackson",0
"G3100950","1870","Nebraska","310","Jefferson","0950","Jefferson",1
"G3100970","1870","Nebraska","310","Johnson","0970","Johnson",0
"G3100990","1870","Nebraska","310","Kearney","0990","Kearney",0
"G3101090","1870","Nebraska","310","Lancaster","1090","Lancaster",0
"G3101095","1870","Nebraska","310","L'Eau Qui Court","1095","L'Eau Qui",1
"G3101110","1870","Nebraska","310","Lincoln","1110","Lincoln",0
"G3101155","1870","Nebraska","310","Lyon","1155","Lyon",0
"G3101190","1870","Nebraska","310","Madison","1190","Madison",0
"G3101210","1870","Nebraska","310","Merrick","1210","Merrick",0
"G3101215","1870","Nebraska","310","Monroe","1215","Monroe",0
"G3101270","1870","Nebraska","310","Nemaha","1270","Nemaha",4
"G3101290","1870","Nebraska","310","Nuckolls","1290","Nuckolls",0
"G3101310","1870","Nebraska","310","Otoe","1310","Otoe",6
"G3101330","1870","Nebraska","310","Pawnee","1330","Pawnee",1
"G3101390","1870","Nebraska","310","Pierce","1390","Pierce",0
"G3101410","1870","Nebraska","310","Platte","1410","Platte",0
"G3101430","1870","Nebraska","310","Polk","1430","Polk",0
"G3101470","1870","Nebraska","310","Richardson","1470","Richardson",3
"G3101510","1870","Nebraska","310","Saline","1510","Saline",0
"G3101530","1870","Nebraska","310","Sarpy","1530","Sarpy",6
"G3101550","1870","Nebraska","310","Saunders","1550","Saunders",0
"G3101590","1870","Nebraska","310","Seward","1590","Seward",1
"G3101670","1870","Nebraska","310","Stanton","1670","Stanton",0
"G3101675","1870","Nebraska","310","Taylor","1675","Taylor",0
"G3101731","1870","Nebraska","310","Unorganized NW Territory","1731","Unorganized NW Territory",0
"G3101733","1870","Nebraska","310","Unorganized Territory West of Madison County","1733","Unorganized Territory West of Madison County",0
"G3101770","1870","Nebraska","310","Washington","1770","Washington",6
"G3101790","1870","Nebraska","310","Wayne","1790","Wayne",0
"G3101810","1870","Nebraska","310","Webster","1810","Webster",0
"G3101850","1870","Nebraska","310","York","1850","York",0
"G3109015","1870","Nebraska","310","Pawnee Reservation","9015","Pawnee Reservation",0
"G3109035","1870","Nebraska","310","Winnebago Reservation","9035","Winnebago Reservation",0
"G3200010","1870","Nevada","320","Churchill","0010","Churchill",0
"G3200050","1870","Nevada","320","Douglas","0050","Douglas",0
"G3200070","1870","Nevada","320","Elko","0070","Elko",2
"G3200090","1870","Nevada","320","Esmeralda","0090","Esmeralda",11
"G3200130","1870","Nevada","320","Humboldt","0130","Humboldt",5
"G3200150","1870","Nevada","320","Lander","0150","Lander",7
"G3200170","1870","Nevada","320","Lincoln","0170","Lincoln",2
"G3200190","1870","Nevada","320","Lyon","0190","Lyon",16
"G3200230","1870","Nevada","320","Nye","0230","Nye",9
"G3200250","1870","Nevada","320","Ormsby","0250","Ormsby",8
"G3200255","1870","Nevada","320","Rio Virgin","0255","Rio Virgin",0
"G3200275","1870","Nevada","320","Roop","0275","Roop",0
"G3200290","1870","Nevada","320","Storey","0290","Storey",27
"G3200310","1870","Nevada","320","Washoe","0310","Washoe",8
"G3200330","1870","Nevada","320","White Pine","0330","White Pine",25
"G3300010","1870","New Hampshire","330","Belknap","0010","Belknap",11
"G3300030","1870","New Hampshire","330","Carroll","0030","Carroll",8
"G3300050","1870","New Hampshire","330","Cheshire","0050","Cheshire",26
"G3300070","1870","New Hampshire","330","Coos","0070","Coos",21
"G3300090","1870","New Hampshire","330","Grafton","0090","Grafton",19
"G3300110","1870","New Hampshire","330","Hillsborough","0110","Hillsborough",76
"G3300130","1870","New Hampshire","330","Merrimack","0130","Merrimack",26
"G3300150","1870","New Hampshire","330","Rockingham","0150","Rockingham",56
"G3300170","1870","New Hampshire","330","Strafford","0170","Strafford",31
"G3300190","1870","New Hampshire","330","Sullivan","0190","Sullivan",6
"G3400010","1870","New Jersey","340","Atlantic","0010","Atlantic",6
"G3400030","1870","New Jersey","340","Bergen","0030","Bergen",50
"G3400050","1870","New Jersey","340","Burlington","0050","Burlington",30
"G3400070","1870","New Jersey","340","Camden","0070","Camden",59
"G3400090","1870","New Jersey","340","Cape May","0090","Cape May",7
"G3400110","1870","New Jersey","340","Cumberland","0110","Cumberland",44
"G3400130","1870","New Jersey","340","Essex","0130","Essex",291
"G3400150","1870","New Jersey","340","Gloucester","0150","Gloucester",12
"G3400170","1870","New Jersey","340","Hudson","0170","Hudson",93
"G3400190","1870","New Jersey","340","Hunterdon","0190","Hunterdon",29
"G3400210","1870","New Jersey","340","Mercer","0210","Mercer",78
"G3400230","1870","New Jersey","340","Middlesex","0230","Middlesex",49
"G3400250","1870","New Jersey","340","Monmouth","0250","Monmouth",15
"G3400270","1870","New Jersey","340","Morris","0270","Morris",24
"G3400290","1870","New Jersey","340","Ocean","0290","Ocean",5
"G3400310","1870","New Jersey","340","Passaic","0310","Passaic",62
"G3400330","1870","New Jersey","340","Salem","0330","Salem",18
"G3400350","1870","New Jersey","340","Somerset","0350","Somerset",14
"G3400370","1870","New Jersey","340","Sussex","0370","Sussex",13
"G3400390","1870","New Jersey","340","Union","0390","Union",44
"G3400410","1870","New Jersey","340","Warren","0410","Warren",41
"G3550035","1870","New Mexico Territory","355","Bernalillo","0035","Bernalillo",1
"G3550075","1870","New Mexico Territory","355","Colfax","0075","Colfax",1
"G3550115","1870","New Mexico Territory","355","Dona Ana","0115","Dona Ana",3
